# Program:featureCounts v2.0.3; Command:"featureCounts" "-F" "SAF" "-s" "2" "-O" "-a" "/Users/daliasebat/Desktop/Yeo-Lab-Summer/hg38_transcript_start_stop.SAF" "-o" "/Users/daliasebat/Desktop/Yeo-Lab-Summer/results/feature_counts_hg38_WITH-0_saf.txt" "/Users/daliasebat/Desktop/Yeo-Lab-Summer/bams/one_bam_file/IP25.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/daliasebat/Desktop/Yeo-Lab-Summer/bams/one_bam_file/IP25.sorted.bam
LDHA	chr11	18394562	18408425	+	13864	3895
LDB3	chr10	86668510	86736072	+	67563	153
LDB2	chr4	16501540	16898645	-	397106	6
LDB1	chr10	102106488	102120368	-	13881	4797
LDAH	chr2	20684013	20823130	-	139118	4612
LCTL	chr15	66547467	66565964	-	18498	0
LCT-AS1	chr2	135820190	135823087	+	2898	0
LCT	chr2	135787849	135837184	-	49336	26
LCP2	chr5	170246232	170297777	-	51546	0
LCP1	chr13	46125919	46211348	-	85430	72
LCORL	chr4	17841198	18021876	-	180679	7376
LCOR	chr10	96832297	96995956	+	163660	14152
LCNL1	chr9	136982992	136985758	+	2767	2
LCN9	chr9	135663321	135666103	+	2783	1
LCN8	chr9	136754387	136758543	-	4157	2
LCN6	chr9	136744016	136748525	-	4510	0
LCN2	chr9	128149070	128153133	+	4064	3
LCN15	chr9	136759633	136764518	-	4886	33
LCN12	chr9	136952272	136955497	+	3226	54
LCN10	chr9	136738169	136742940	-	4772	9
LCN1	chr9	135521437	135526532	+	5096	0
LCMT2	chr15	43323648	43330573	-	6926	446
LCMT1-AS2	chr16	25140576	25149032	-	8457	11
LCMT1-AS1	chr16	25085167	25111539	-	26373	470
LCMT1	chr16	25111741	25178228	+	66488	1665
LCLAT1	chr2	30447245	30644225	+	196981	5869
LCK	chr1	32251238	32286164	+	34927	16
LCE6A	chr1	152842855	152843983	+	1129	0
LCE5A	chr1	152510802	152512177	+	1376	0
LCE4A	chr1	152708159	152709491	+	1333	0
LCE3E	chr1	152565653	152566780	-	1128	0
LCE3D	chr1	152579380	152580516	-	1137	0
LCE3C	chr1	152600661	152601086	+	426	0
LCE3B	chr1	152613810	152614098	+	289	0
LCE3A	chr1	152622833	152623103	-	271	0
LCE2D	chr1	152663379	152664659	+	1281	0
LCE2C	chr1	152675294	152676574	+	1281	0
LCE2B	chr1	152686122	152687397	+	1276	0
LCE2A	chr1	152698344	152699442	+	1099	0
LCE1F	chr1	152776371	152776728	+	358	0
LCE1E	chr1	152786256	152788426	+	2171	0
LCE1D	chr1	152796720	152798181	+	1462	0
LCE1C	chr1	152804834	152805478	-	645	0
LCE1B	chr1	152811970	152813108	+	1139	0
LCE1A	chr1	152827472	152828097	+	626	0
LCAT	chr16	67939749	67944120	-	4372	260
LCAL1	chr6	79307668	79313384	-	5717	2
LCA5L	chr21	39405843	39445777	-	39935	80
LCA5	chr6	79484990	79537430	-	52441	941
LCA10	chrX	153880671	153888990	+	8320	12
LBX2-AS1	chr2	74502594	74504678	+	2085	79
LBX2	chr2	74497516	74503316	-	5801	155
LBX1-AS1	chr10	101237937	101270148	+	32212	375
LBX1	chr10	101226194	101229794	-	3601	110
LBR	chr1	225401502	225428855	-	27354	5446
LBP	chr20	38346481	38377013	+	30533	4
LBHD2	chr14	103084209	103090027	+	5819	0
LBHD1	chr11	62662816	62671769	-	8954	1837
LBH	chr2	30231536	30323730	+	92195	135
LAYN	chr11	111540507	111561745	+	21239	438
LAX1	chr1	203765182	203776372	+	11191	1
LATS2-AS1	chr13	21005156	21018122	+	12967	2
LATS2	chr13	20973035	21061586	-	88552	1228
LATS1	chr6	149658152	149718101	-	59950	7325
LAT2	chr7	74209395	74229834	+	20440	31
LAT	chr16	28984825	28990783	+	5959	301
LASTR	chr10	5594983	5612091	-	17109	0
LASP1	chr17	38869858	38921769	+	51912	1393
LAS1L	chrX	65512581	65534787	-	22207	2725
LARS2-AS1	chr3	45483973	45509545	-	25573	2
LARS2	chr3	45388560	45554726	+	166167	4474
LARS1	chr5	146110565	146182696	-	72132	13347
LARP7	chr4	112637125	112657586	+	20462	1993
LARP6	chr15	70829129	70854157	-	25029	537
LARP4B	chr10	809496	931705	-	122210	10179
LARP4	chr12	50400808	50479996	+	79189	5809
LARP1B	chr4	128061311	128211988	+	150678	5194
LARP1	chr5	154712842	154817605	+	104764	18739
LARGE2	chr11	45921620	45929096	+	7477	388
LARGE1	chr22	33273076	33922841	-	649766	14896
LARGE-IT1	chr22	33723831	33724912	-	1082	24
LARGE-AS1	chr22	33725006	33750723	+	25718	8
LAPTM5	chr1	30732468	30757774	-	25307	6
LAPTM4B	chr8	97775056	97853013	+	77958	3624
LAPTM4A-DT	chr2	20052133	20054496	+	2364	6
LAPTM4A	chr2	20032649	20051628	-	18980	914
LAP3	chr4	17577191	17607968	+	30778	734
LANCL3	chrX	37571568	37684463	+	112896	28
LANCL2	chr7	55365447	55433742	+	68296	1102
LANCL1-AS1	chr2	210324765	210468694	+	143930	21
LANCL1	chr2	210431248	210476757	-	45510	4710
LAMTOR5-AS1	chr1	110416154	110443111	+	26958	81
LAMTOR5	chr1	110401252	110407942	-	6691	519
LAMTOR4	chr7	100148906	100154203	+	5298	1482
LAMTOR3	chr4	99878335	99894427	-	16093	602
LAMTOR2	chr1	156054781	156058506	+	3726	489
LAMTOR1	chr11	72085894	72103246	-	17353	1260
LAMP5-AS1	chr20	9505179	9514998	-	9820	0
LAMP5	chr20	9514589	9530524	+	15936	1
LAMP3	chr3	183122214	183162734	-	40521	67
LAMP2	chrX	120426147	120469296	-	43150	1669
LAMP1	chr13	113297238	113323672	+	26435	1802
LAMC3	chr9	131009173	131094473	+	85301	2779
LAMC2	chr1	183186263	183245127	+	58865	75
LAMC1-AS1	chr1	183138401	183141282	-	2882	3
LAMC1	chr1	183023419	183145592	+	122174	9856
LAMB4	chr7	108023552	108130361	-	106810	26
LAMB3	chr1	209614869	209652425	-	37557	21
LAMB2	chr3	49121113	49133118	-	12006	1611
LAMB1	chr7	107923798	108003161	-	79364	5497
LAMA5-AS1	chr20	62353011	62356471	+	3461	1
LAMA5	chr20	62309064	62367312	-	58249	7650
LAMA4-AS1	chr6	112236092	112307009	+	70918	5
LAMA4	chr6	112107930	112254567	-	146638	531
LAMA3	chr18	23689442	23955066	+	265625	2257
LAMA2	chr6	128883137	129516566	+	633430	840
LAMA1	chr18	6941741	7117797	-	176057	938
LALBA	chr12	48567687	48570066	-	2380	0
LAIR2	chr19	54502830	54510687	+	7858	1
LAIR1	chr19	54353623	54370558	-	16936	3
LAGE3	chrX	154477768	154479257	-	1490	165
LAG3	chr12	6772519	6778455	+	5937	78
LAD1	chr1	201380832	201399324	-	18493	1
LACTBL1	chr1	22953042	22965338	-	12297	0
LACTB2-AS1	chr8	70608576	70663279	+	54704	29
LACTB2	chr8	70635317	70669174	-	33858	681
LACTB	chr15	63121860	63142061	+	20202	441
LACRT	chr12	54630810	54634895	-	4086	0
LACC1	chr13	43879283	43893931	+	14649	65
L3MBTL4-AS1	chr18	6256746	6260934	+	4189	1
L3MBTL4	chr18	5954716	6414911	-	460196	744
L3MBTL3	chr6	130018580	130141438	+	122859	1983
L3MBTL2-AS1	chr22	41207591	41217910	-	10320	15
L3MBTL2	chr22	41205311	41231271	+	25961	2170
L3MBTL1	chr20	43507713	43550910	+	43198	2078
L3HYPDH	chr14	59472605	59484408	-	11804	1339
L34079.3	chr19	43574637	43575618	+	982	0
L34079.2	chr19	43553444	43555494	+	2051	1
L34079.1	chr19	43554691	43593036	-	38346	2758
L2HGDH	chr14	50237562	50312168	-	74607	3215
L29074.2	chrX	147911821	147911948	+	128	0
L29074.1	chrX	147900177	147901459	-	1283	6
L1TD1	chr1	62194848	62212328	+	17481	0
L1CAM	chrX	153861515	153886173	-	24659	1548
KYNU	chr2	142877663	143055833	+	178171	210
KYAT3	chr1	88935772	88992776	-	57005	3905
KYAT1	chr9	128832941	128881950	-	49010	2751
KY	chr3	134599922	134651022	-	51101	10
KXD1	chr19	18557761	18569387	+	11627	1993
KU-MEL-3	chr6	4610611	4611919	+	1309	0
KTN1-AS1	chr14	55496785	55580115	-	83331	1240
KTN1	chr14	55580206	55684579	+	104374	9271
KTI12	chr1	52032102	52033810	-	1709	403
KSR2	chr12	117453011	117968990	-	515980	396
KSR1	chr17	27456469	27626435	+	169967	3905
KRTDAP	chr19	35487323	35490531	-	3209	11
KRTCAP3	chr2	27442365	27446481	+	4117	53
KRTCAP2	chr1	155169407	155173475	-	4069	1259
KRTAP9-9	chr17	41255383	41256364	+	982	0
KRTAP9-8	chr17	41237998	41239004	+	1007	0
KRTAP9-7	chr17	41275658	41276697	+	1040	0
KRTAP9-6	chr17	41265338	41266641	+	1304	0
KRTAP9-4	chr17	41249686	41250653	+	968	0
KRTAP9-3	chr17	41232448	41233454	+	1007	0
KRTAP9-2	chr17	41226647	41227652	+	1006	0
KRTAP9-1	chr17	41189886	41190639	+	754	0
KRTAP8-1	chr21	30812696	30813274	-	579	3
KRTAP7-1	chr21	30829038	30829759	-	722	0
KRTAP6-3	chr21	30592439	30593075	+	637	0
KRTAP6-2	chr21	30598589	30598902	-	314	0
KRTAP6-1	chr21	30613430	30613930	-	501	0
KRTAP5-AS1	chr11	1572740	1599184	+	26445	1112
KRTAP5-9	chr11	71548419	71549608	+	1190	2
KRTAP5-8	chr11	71538024	71539209	+	1186	0
KRTAP5-7	chr11	71527266	71528669	+	1404	3
KRTAP5-6	chr11	1697194	1697755	+	562	1
KRTAP5-5	chr11	1629774	1630707	+	934	0
KRTAP5-4	chr11	1620957	1622138	-	1182	0
KRTAP5-3	chr11	1607564	1608463	-	900	0
KRTAP5-2	chr11	1597176	1598294	-	1119	0
KRTAP5-11	chr11	71579713	71582837	-	3125	0
KRTAP5-10	chr11	71565562	71566735	+	1174	2
KRTAP5-1	chr11	1584341	1585283	-	943	3
KRTAP4-9	chr17	41105331	41106488	+	1158	0
KRTAP4-8	chr17	41096980	41098142	-	1163	0
KRTAP4-7	chr17	41084149	41085141	+	993	0
KRTAP4-6	chr17	41139432	41140487	-	1056	0
KRTAP4-5	chr17	41148923	41149825	-	903	0
KRTAP4-4	chr17	41159648	41160748	-	1101	0
KRTAP4-3	chr17	41167230	41168221	-	992	0
KRTAP4-2	chr17	41177445	41178221	-	777	0
KRTAP4-16	chr17	41101501	41102209	-	709	0
KRTAP4-12	chr17	41123090	41124182	-	1093	0
KRTAP4-11	chr17	41117180	41118373	-	1194	0
KRTAP4-1	chr17	41184101	41185342	-	1242	1
KRTAP3-3	chr17	40993429	40994164	-	736	0
KRTAP3-2	chr17	40999192	40999906	-	715	0
KRTAP3-1	chr17	41008520	41009128	-	609	0
KRTAP29-1	chr17	41301825	41302851	-	1027	0
KRTAP27-1	chr21	30337012	30337694	-	683	0
KRTAP26-1	chr21	30319123	30320315	-	1193	0
KRTAP25-1	chr21	30289144	30289514	-	371	0
KRTAP24-1	chr21	30281308	30282950	-	1643	0
KRTAP23-1	chr21	30348398	30348609	-	212	0
KRTAP22-2	chr21	30590104	30590397	-	294	1
KRTAP22-1	chr21	30601086	30601382	+	297	0
KRTAP21-3	chr21	30718524	30718777	-	254	0
KRTAP21-2	chr21	30746793	30747259	-	467	3
KRTAP21-1	chr21	30755014	30755428	-	415	0
KRTAP20-4	chr21	30620626	30620850	+	225	0
KRTAP20-3	chr21	30642863	30643136	+	274	0
KRTAP20-2	chr21	30635205	30635619	+	415	0
KRTAP20-1	chr21	30616424	30616699	+	276	0
KRTAP2-4	chr17	41065115	41065879	-	765	0
KRTAP2-3	chr17	41059239	41060114	-	876	0
KRTAP2-2	chr17	41054497	41055230	-	734	0
KRTAP2-1	chr17	41046540	41047316	-	777	0
KRTAP19-8	chr21	31038158	31038476	-	319	0
KRTAP19-7	chr21	30560874	30561314	-	441	0
KRTAP19-6	chr21	30541534	30541864	-	331	0
KRTAP19-5	chr21	30501656	30502141	-	486	0
KRTAP19-4	chr21	30496823	30497165	-	343	0
KRTAP19-3	chr21	30491461	30492013	-	553	0
KRTAP19-2	chr21	30487042	30487436	-	395	0
KRTAP19-1	chr21	30479705	30480367	-	663	2
KRTAP17-1	chr17	41314911	41315710	-	800	0
KRTAP16-1	chr17	41307699	41309253	-	1555	0
KRTAP15-1	chr21	30440274	30440945	+	672	0
KRTAP13-4	chr21	30430229	30431026	+	798	0
KRTAP13-3	chr21	30425264	30425968	-	705	0
KRTAP13-2	chr21	30371389	30372271	-	883	0
KRTAP13-1	chr21	30396030	30396822	+	793	0
KRTAP12-4	chr21	44654212	44654659	-	448	0
KRTAP12-3	chr21	44657931	44658341	+	411	0
KRTAP12-2	chr21	44666188	44666927	-	740	0
KRTAP12-1	chr21	44681575	44682163	-	589	0
KRTAP11-1	chr21	30880643	30881580	-	938	0
KRTAP10-9	chr21	44627092	44628378	+	1287	0
KRTAP10-8	chr21	44612078	44612954	+	877	0
KRTAP10-7	chr21	44600596	44602174	+	1579	0
KRTAP10-6	chr21	44591267	44592505	-	1239	0
KRTAP10-5	chr21	44579454	44580604	-	1151	0
KRTAP10-4	chr21	44573723	44638284	+	64562	0
KRTAP10-3	chr21	44557789	44558795	-	1007	0
KRTAP10-2	chr21	44550356	44551505	-	1150	0
KRTAP10-12	chr21	44697171	44698044	+	874	0
KRTAP10-11	chr21	44646413	44647650	+	1238	0
KRTAP10-10	chr21	44637355	44638455	+	1101	0
KRTAP10-1	chr21	44538980	44540195	-	1216	1
KRTAP1-5	chr17	41026025	41027208	-	1184	0
KRTAP1-4	chr17	41029696	41030104	-	409	0
KRTAP1-3	chr17	41033883	41034874	-	992	0
KRTAP1-1	chr17	41040540	41041450	-	911	0
KRT9	chr17	41565835	41572059	-	6225	0
KRT86	chr12	52274644	52309163	+	34520	1
KRT85	chr12	52360005	52367481	-	7477	0
KRT84	chr12	52377811	52385652	-	7842	0
KRT83	chr12	52314300	52321398	-	7099	0
KRT82	chr12	52393930	52406335	-	12406	0
KRT81	chr12	52285912	52291534	-	5623	0
KRT80	chr12	52168995	52192014	-	23020	3
KRT8	chr12	52897186	52949842	-	52657	475
KRT79	chr12	52821407	52834311	-	12905	0
KRT78	chr12	52837806	52848994	-	11189	1
KRT77	chr12	52689625	52703524	-	13900	0
KRT76	chr12	52768154	52777345	-	9192	0
KRT75	chr12	52424069	52434371	-	10303	0
KRT74	chr12	52565781	52573843	-	8063	0
KRT73-AS1	chr12	52601466	52613605	+	12140	0
KRT73	chr12	52607569	52618559	-	10991	0
KRT72	chr12	52585588	52601463	-	15876	1
KRT71	chr12	52543908	52553145	-	9238	0
KRT7-AS	chr12	52245047	52247448	-	2402	0
KRT7	chr12	52233242	52248921	+	15680	0
KRT6C	chr12	52468515	52473805	-	5291	0
KRT6B	chr12	52446650	52452146	-	5497	0
KRT6A	chr12	52487175	52493257	-	6083	0
KRT5	chr12	52514574	52520394	-	5821	1
KRT40	chr17	40977881	40987135	-	9255	1
KRT4	chr12	52806548	52814116	-	7569	0
KRT39	chr17	40958416	40966948	-	8533	0
KRT38	chr17	41436153	41440983	-	4831	0
KRT37	chr17	41420546	41424585	-	4040	0
KRT36	chr17	41486135	41492546	-	6412	0
KRT35	chr17	41476688	41481140	-	4453	0
KRT34	chr17	41377649	41382403	-	4755	0
KRT33B	chr17	41363497	41369813	-	6317	0
KRT33A	chr17	41346091	41350828	-	4738	0
KRT32	chr17	41459810	41467429	-	7620	0
KRT31	chr17	41393720	41397608	-	3889	0
KRT3	chr12	52789684	52796117	-	6434	0
KRT28	chr17	40792195	40799959	-	7765	0
KRT27	chr17	40776807	40782550	-	5744	1
KRT26	chr17	40766237	40772162	-	5926	0
KRT25	chr17	40748020	40755331	-	7312	0
KRT24	chr17	40697990	40703752	-	5763	0
KRT23	chr17	40922699	40937646	-	14948	0
KRT222	chr17	40654664	40665177	-	10514	59
KRT20	chr17	40875888	40885242	-	9355	0
KRT2	chr12	52644557	52652211	-	7655	0
KRT19	chr17	41523616	41528308	-	4693	0
KRT18	chr12	52948870	52952900	+	4031	587
KRT17	chr17	41619441	41624575	-	5135	13
KRT16	chr17	41609777	41612767	-	2991	0
KRT15	chr17	41513745	41521719	-	7975	0
KRT14	chr17	41582278	41586895	-	4618	0
KRT13	chr17	41500980	41505612	-	4633	0
KRT12	chr17	40861302	40867223	-	5922	0
KRT10	chr17	40818116	40822614	-	4499	134
KRT1	chr12	52674735	52680407	-	5673	0
KRR1	chr12	75490862	75511609	-	20748	3751
KRIT1	chr7	92198968	92246100	-	47133	5726
KRI1	chr19	10553084	10566026	-	12943	4072
KREMEN2	chr16	2964215	2968380	+	4166	92
KREMEN1	chr22	29073117	29168333	+	95217	1654
KRCC1	chr2	88027204	88064252	-	37049	1302
KRBOX4	chrX	46447296	46497422	+	50127	1559
KRBOX1-AS1	chr3	42934251	42936785	-	2535	0
KRBOX1	chr3	42809482	42942792	+	133311	72
KRBA2	chr17	8356901	8376681	-	19781	737
KRBA1	chr7	149715010	149734571	+	19562	1709
KRAS	chr12	25205245	25250929	-	45685	2821
KPTN	chr19	47475149	47484219	-	9071	445
KPRP	chr1	152759560	152762052	+	2493	0
KPNB1	chr17	47649918	47685505	+	35588	13713
KPNA7	chr7	99173573	99207506	-	33934	12
KPNA6	chr1	32108055	32176563	+	68509	8194
KPNA5	chr6	116681210	116741867	+	60658	4726
KPNA4	chr3	160495006	160565571	-	70566	3682
KPNA3	chr13	49699319	49792682	-	93364	3961
KPNA2	chr17	68035734	68046854	+	11121	2665
KPNA1	chr3	122421901	122514939	-	93039	5486
KNTC1	chr12	122527248	122626396	+	99149	12870
KNSTRN	chr15	40382720	40394245	+	11526	2130
KNOP1	chr16	19701936	19718227	-	16292	2618
KNL1	chr15	40594019	40664342	+	70324	5665
KNG1	chr3	186717358	186744410	+	27053	1
KNDC1	chr10	133160218	133226412	+	66195	375
KNCN	chr1	46545640	46551647	-	6008	0
KMT5C	chr19	55339875	55348121	+	8247	1172
KMT5B	chr11	68154862	68213296	-	58435	3329
KMT5A	chr12	123383772	123409351	+	25580	2811
KMT2E-AS1	chr7	105013424	105014321	-	898	129
KMT2E	chr7	105014204	105115019	+	100816	4612
KMT2D	chr12	49018977	49060794	-	41818	11453
KMT2C	chr7	152134924	152436003	-	301080	14402
KMT2B	chr19	35717972	35738878	+	20907	3266
KMT2A	chr11	118436491	118526832	+	90342	17765
KMO	chr1	241532377	241595642	+	63266	3
KLRK1	chr12	10372352	10390041	-	17690	43
KLRG2	chr7	139452689	139483673	-	30985	1488
KLRG1	chr12	8989545	9010751	+	21207	364
KLRF2	chr12	9881488	9895833	+	14346	1
KLRF1	chr12	9827480	9845007	+	17528	0
KLRD1	chr12	10304445	10329600	+	25156	9
KLRC4-KLRK1	chr12	10372905	10409549	-	36645	176
KLRC4	chr12	10407381	10409757	-	2377	23
KLRC3	chr12	10412314	10420595	-	8282	84
KLRC2	chr12	10430979	10442300	-	11322	15
KLRC1	chr12	10442263	10454685	-	12423	6
KLRB1	chr12	9594550	9607916	-	13367	0
KLLN	chr10	87859157	87863437	-	4281	24
KLKB1	chr4	186227506	186258471	+	30966	23
KLK9	chr19	51002507	51009592	-	7086	0
KLK8	chr19	50996007	51002711	-	6705	51
KLK7	chr19	50976467	50983917	-	7451	12
KLK6	chr19	50958630	50969591	-	10962	0
KLK5	chr19	50943302	50953093	-	9792	1
KLK4	chr19	50906351	50910738	-	4388	3
KLK3	chr19	50854914	50860764	+	5851	2
KLK2	chr19	50873432	50880566	+	7135	3
KLK15	chr19	50825304	50837213	-	11910	6
KLK14	chr19	51077494	51084245	-	6752	70
KLK13	chr19	51055625	51065092	-	9468	4
KLK12	chr19	51029091	51034892	-	5802	1
KLK11	chr19	51022230	51028039	-	5810	0
KLK10	chr19	51012744	51020175	-	7432	0
KLK1	chr19	50819145	50823787	-	4643	136
KLHL9	chr9	21329664	21335404	-	5741	1754
KLHL8	chr4	87160102	87220618	-	60517	3804
KLHL7-DT	chr7	23100213	23105703	-	5491	88
KLHL7	chr7	23105784	23177914	+	72131	1531
KLHL6-AS1	chr3	183548734	183552326	+	3593	0
KLHL6	chr3	183487550	183555706	-	68157	4
KLHL5	chr4	39045038	39122209	+	77172	2036
KLHL42	chr12	27780232	27803040	+	22809	4144
KLHL41	chr2	169509701	169526258	+	16558	88
KLHL40	chr3	42685536	42692544	+	7009	0
KLHL4	chrX	87517801	87670050	+	152250	355
KLHL38	chr8	123645526	123652950	-	7425	0
KLHL36	chr16	84648510	84667686	+	19177	1476
KLHL35	chr11	75422395	75430629	-	8235	29
KLHL34	chrX	21654689	21658330	-	3642	0
KLHL33	chr14	20425851	20436166	-	10316	4
KLHL32	chr6	96924619	97140754	+	216136	438
KLHL31	chr6	53647915	53665756	-	17842	129
KLHL30-AS1	chr2	238152888	238155994	-	3107	3
KLHL30	chr2	238138667	238152947	+	14281	134
KLHL3	chr5	137617499	137736089	-	118591	1032
KLHL29	chr2	23385178	23708606	+	323429	12852
KLHL28	chr14	44924323	44961947	-	37625	1856
KLHL26	chr19	18637027	18671721	+	34695	529
KLHL25	chr15	85759325	85794925	-	35601	1408
KLHL24	chr3	183635622	183684519	+	48898	2552
KLHL23	chr2	169694490	169749804	+	55315	5546
KLHL22	chr22	20441518	20495795	-	54278	4873
KLHL21	chr1	6593192	6614560	-	21369	1154
KLHL20	chr1	173714980	173786692	+	71713	1659
KLHL2	chr4	165207560	165323147	+	115588	1746
KLHL18	chr3	47282943	47346816	+	63874	2727
KLHL17	chr1	960583	965719	+	5137	4830
KLHL15	chrX	23983719	24027186	-	43468	2491
KLHL14	chr18	32672672	32773023	-	100352	174
KLHL13	chrX	117897813	118117340	-	219528	5955
KLHL12	chr1	202891119	202927234	-	36116	2233
KLHL11	chr17	41848517	41865423	-	16907	3172
KLHL10	chr17	41837824	41848384	+	10561	10
KLHL1	chr13	69700593	70108493	-	407901	28
KLHDC9	chr1	161098360	161100346	+	1987	191
KLHDC8B	chr3	49171597	49176486	+	4890	269
KLHDC8A	chr1	205336064	205357090	-	21027	12
KLHDC7B-DT	chr22	50542304	50542906	-	603	0
KLHDC7B	chr22	50545898	50551023	+	5126	7
KLHDC7A	chr1	18480981	18486126	+	5146	1
KLHDC4	chr16	87707811	87765986	-	58176	7352
KLHDC3	chr6	43014102	43021298	+	7197	2539
KLHDC2	chr14	49768152	49786385	+	18234	1829
KLHDC10	chr7	130070533	130135705	+	65173	6309
KLHDC1	chr14	49693119	49753150	+	60032	80
KLF9	chr9	70384596	70414624	-	30029	1483
KLF8	chrX	56232355	56291531	+	59177	3919
KLF7-IT1	chr2	207120883	207122044	-	1162	20
KLF7	chr2	207074136	207165948	-	91813	346
KLF6	chr10	3775996	3785281	-	9286	635
KLF5	chr13	73054975	73077541	+	22567	1056
KLF4	chr9	107484851	107489769	-	4919	3678
KLF3-AS1	chr4	38602437	38664231	-	61795	261
KLF3	chr4	38664198	38701517	+	37320	3243
KLF2	chr19	16324825	16328685	+	3861	7
KLF18	chr1	44137820	44141631	-	3812	2
KLF17	chr1	44118820	44135140	+	16321	0
KLF16	chr19	1852398	1863579	-	11182	890
KLF15	chr3	126342634	126357408	-	14775	391
KLF14	chr7	130731234	130734176	-	2943	30
KLF13	chr15	31326834	31377899	+	51066	2157
KLF12	chr13	73686088	73995049	-	308962	15291
KLF11	chr2	10043549	10054836	+	11288	676
KLF10	chr8	102648783	102655725	-	6943	1307
KLF1	chr19	12884421	12887201	-	2781	1
KLC4	chr6	43059630	43075093	+	15464	1095
KLC3	chr19	45340749	45351519	+	10771	637
KLC2	chr11	66257293	66267859	+	10567	1609
KLC1	chr14	103629176	103714249	+	85074	12092
KLB	chr4	39406929	39451533	+	44605	4
KL	chr13	33016422	33066143	+	49722	1
KIZ-AS1	chr20	21154022	21218265	-	64244	12
KIZ	chr20	21125982	21246618	+	120637	2571
KITLG	chr12	88492792	88580851	-	88060	1350
KIT	chr4	54657956	54740715	+	82760	1024
KISS1R	chr19	917332	921005	+	3674	24
KISS1	chr1	204190340	204196491	-	6152	2
KIRREL3-AS2	chr11	126940745	126945088	+	4344	0
KIRREL3-AS1	chr11	126543946	126610948	+	67003	60
KIRREL3	chr11	126423357	127000770	-	577414	13
KIRREL2	chr19	35856910	35867136	+	10227	4
KIRREL1-IT1	chr1	158025549	158031166	+	5618	141
KIRREL1	chr1	157993272	158100261	+	106990	4040
KIR3DL3	chr19	54724478	54736536	+	12059	0
KIR3DL2	chr19	54850442	54867207	+	16766	0
KIR3DL1	chr19	54816467	54830778	+	14312	0
KIR2DS4	chr19	54832675	54848569	+	15895	0
KIR2DL4	chr19	54803534	54814516	+	10983	0
KIR2DL3	chr19	54738512	54753052	+	14541	0
KIR2DL1	chr19	54769792	54784322	+	14531	0
KIN	chr10	7750961	7787993	-	37033	835
KIFC3	chr16	57758444	57803023	-	44580	370
KIFC2	chr8	144466336	144474202	+	7867	2044
KIFC1	chr6	33391822	33409896	+	18075	2718
KIFBP	chr10	68988802	69043544	+	54743	2407
KIFAP3	chr1	169921330	170074738	-	153409	2908
KIF9-AS1	chr3	47164496	47246601	+	82106	4016
KIF9	chr3	47228394	47283451	-	55058	172
KIF7	chr15	89627976	89655467	-	27492	3986
KIF6	chr6	39329989	39725408	-	395420	337
KIF5C-AS1	chr2	148866469	148888782	-	22314	22
KIF5C	chr2	148875226	149026759	+	151534	5028
KIF5B	chr10	32009014	32056425	-	47412	8457
KIF5A	chr12	57550026	57586630	+	36605	847
KIF4B	chr5	155013754	155018141	+	4388	13
KIF4A	chrX	70290103	70420886	+	130784	3690
KIF3C	chr2	25926597	25982497	-	55901	746
KIF3B	chr20	32277650	32335011	+	57362	2261
KIF3A	chr5	132692627	132737638	-	45012	2842
KIF2C	chr1	44739836	44767767	+	27932	3044
KIF2B	chr17	53822926	53825193	+	2268	0
KIF2A	chr5	62306205	62391025	+	84821	6078
KIF27	chr9	83834098	83921432	-	87335	851
KIF26B-AS1	chr1	245206443	245234501	-	28059	2
KIF26B	chr1	245154984	245709432	+	554449	1235
KIF26A	chr14	104139039	104180894	+	41856	2598
KIF25-AS1	chr6	167992895	167997110	-	4216	2
KIF25	chr6	167998201	168045095	+	46895	107
KIF24	chr9	34252380	34311371	-	58992	2153
KIF23	chr15	69414245	69448427	+	34183	4524
KIF22	chr16	29790718	29805384	+	14667	6156
KIF21B	chr1	200969389	201023700	-	54312	209
KIF21A	chr12	39293228	39443390	-	150163	5566
KIF20B	chr10	89701609	89774939	+	73331	4202
